Protein,Replicate,Feature,Intensity
C,79,1,5.183548188165508
C,79,2,2.3011911557950664
C,79,3,1.6060373017040561
C,79,4,3.815117407377277
C,79,5,3.5952106354869158
C,79,6,3.0571484642484745
C,79,7,5.245427484177641
C,79,8,1.7683272051088652
C,79,9,5.235583583744542
C,79,10,1.5711319318677446
C,79,11,3.586952199809092
C,79,12,5.2137188496460505
C,79,13,3.2781902538415655
C,79,14,1.8721648489320875
C,80,0,5.348767704518703
C,80,1,6.736571621660584
C,80,2,3.854214589290142
C,80,3,3.1590607351991316
C,80,4,5.3681408408723525
C,80,5,5.148234068981991
C,80,6,4.61017189774355
C,80,7,6.798450917672717
C,80,8,3.3213506386039406
C,80,9,6.788607017239617
C,80,10,3.12415536536282
C,80,11,5.139975633304168
C,80,12,6.7667422831411255
C,80,13,4.831213687336641
C,80,14,3.425188282427163
C,81,0,6.358042858687925
C,81,1,7.745846775829806
C,81,2,4.863489743459364
C,81,3,4.168335889368354
C,81,4,6.3774159950415745
C,81,5,6.157509223151213
C,81,6,5.619447051912772
C,81,7,7.807726071841939
C,81,8,4.330625792773162
C,81,9,7.797882171408839
C,81,10,4.133430519532042
C,81,11,6.14925078747339
C,81,12,7.7760174373103474
C,81,13,5.840488841505863
C,81,14,4.434463436596385
C,82,0,6.076788091568343
C,82,1,7.464592008710223
C,82,2,4.582234976339782
C,82,3,3.887081122248772
C,82,4,6.096161227921993
C,82,5,5.876254456031631
C,82,6,5.33819228479319
C,82,7,7.526471304722357
C,82,8,4.049371025653581
C,82,9,7.516627404289258
C,82,10,3.8521757524124602
C,82,11,5.867996020353807
C,82,12,7.494762670190767
C,82,13,5.559234074386281
C,82,14,4.153208669476803
C,83,0,6.653611919767107
C,83,1,8.041415836908987
C,83,2,5.159058804538545
C,83,3,4.463904950447535
C,83,4,6.672985056120756
C,83,5,6.453078284230394
C,83,6,5.915016112991953
C,83,7,8.10329513292112
C,83,8,4.626194853852343
C,83,9,8.09345123248802
C,83,10,4.428999580611223
C,83,11,6.444819848552571
C,83,12,8.071586498389529
C,83,13,6.136057902585044
C,83,14,4.730032497675566
C,84,0,6.8409038619089895
C,84,1,8.22870777905087
C,84,2,5.346350746680429
C,84,3,4.651196892589418
C,84,4,6.8602769982626395
C,84,5,6.640370226372278
C,84,6,6.102308055133837
C,84,7,8.290587075063003
C,84,8,4.813486795994228
C,84,9,8.280743174629905
C,84,10,4.616291522753107
C,84,11,6.632111790694454
C,84,12,8.258878440531413
C,84,13,6.323349844726928
C,84,14,4.91732443981745
C,85,0,7.246338984218227
C,85,1,8.634142901360107
C,85,2,5.751785868989665
C,85,3,5.056632014898655
C,85,4,7.265712120571876
C,85,5,7.045805348681514
C,85,6,6.507743177443073
C,85,7,8.69602219737224
C,85,8,5.218921918303463
C,85,9,8.68617829693914
C,85,10,5.021726645062343
C,85,11,7.037546913003691
C,85,12,8.664313562840649
C,85,13,6.728784967036164
C,85,14,5.322759562126686
C,86,0,5.0961362850970975
C,86,1,6.483940202238978
C,86,2,3.601583169868536
C,86,3,2.9064293157775256
C,86,4,5.115509421450747
C,86,5,4.895602649560385
C,86,6,4.357540478321944
C,86,7,6.545819498251111
C,86,8,3.0687192191823347
C,86,9,6.535975597818011
C,86,10,2.871523945941214
C,86,11,4.887344213882562
C,86,12,6.5141108637195195
C,86,13,4.578582267915035
C,86,14,3.172556863005557
C,87,0,3.6991313230486282
C,87,1,5.086935240190509
C,87,2,2.204578207820067
C,87,3,1.5094243537290568
C,87,4,3.718504459402278
C,87,5,3.4985976875119165
C,87,6,2.960535516273475
C,87,7,5.148814536202642
C,87,8,1.671714257133866
C,87,9,5.138970635769542
C,87,10,1.4745189838927453
C,87,11,3.4903392518340928
C,87,12,5.117105901671051
C,87,13,3.181577305866566
C,87,14,1.7755519009570881
C,88,0,5.179728933253934
C,88,1,6.567532850395814
C,88,2,3.685175818025373
C,88,3,2.9900219639343626
C,88,4,5.199102069607584
C,88,5,4.979195297717222
C,88,6,4.441133126478781
C,88,7,6.629412146407947
C,88,8,3.1523118673391717
C,88,9,6.619568245974849
C,88,10,2.955116594098051
C,88,11,4.970936862039398
C,88,12,6.597703511876357
C,88,13,4.662174916071872
C,88,14,3.256149511162394
C,89,0,7.18346975462768
C,89,1,8.57127367176956
C,89,2,5.688916639399118
C,89,3,4.993762785308109
C,89,4,7.202842890981329
C,89,5,6.982936119090968
C,89,6,6.4448739478525265
C,89,7,8.633152967781694
C,89,8,5.156052688712917
C,89,9,8.623309067348593
C,89,10,4.958857415471797
C,89,11,6.9746776834131445
C,89,12,8.601444333250102
C,89,13,6.6659157374456175
C,89,14,5.2598903325361395
C,90,0,4.3202520841197245
C,90,1,5.708056001261605
C,90,2,2.825698968891163
C,90,3,2.1305451148001526
C,90,4,4.339625220473374
C,90,5,4.119718448583012
C,90,6,3.581656277344571
C,90,7,5.769935297273738
C,90,8,2.2928350182049617
C,90,9,5.760091396840638
C,90,10,2.095639744963841
C,90,11,4.111460012905189
C,90,12,5.7382266627421465
C,90,13,3.802698066937662
C,90,14,2.396672662028184
C,91,0,8.320649349166505
C,91,1,9.708453266308386
C,91,2,6.826096233937943
C,91,3,6.130942379846934
C,91,4,8.340022485520155
C,91,5,8.120115713629794
C,91,6,7.5820535423913515
C,91,7,9.770332562320519
C,91,8,6.293232283251742
C,91,9,9.760488661887418
C,91,10,6.096037010010622
C,91,11,8.11185727795197
C,91,12,9.738623927788927
C,91,13,7.8030953319844425
C,91,14,6.3970699270749645
C,92,0,6.878105984724176
C,92,1,8.265909901866056
C,92,2,5.383552869495615
C,92,3,4.688399015404604
C,92,4,6.897479121077826
C,92,5,6.677572349187464
C,92,6,6.139510177949023
C,92,7,8.32778919787819
C,92,8,4.850688918809414
C,92,9,8.31794529744509
C,92,10,4.653493645568293
C,92,11,6.66931391350964
C,92,12,8.2960805633466
C,92,13,6.360551967542114
C,92,14,4.954526562632636
C,93,0,5.333478511538939
C,93,1,6.721282428680819
C,93,2,3.838925396310377
C,93,3,3.143771542219367
C,93,4,5.352851647892588
C,93,5,5.1329448760022265
C,93,6,4.594882704763785
C,93,7,6.7831617246929525
C,93,8,3.306061445624176
C,93,9,6.773317824259852
C,93,10,3.1088661723830553
C,93,11,5.124686440324403
C,93,12,6.751453090161361
C,93,13,4.815924494356876
C,93,14,3.409899089447398
C,94,0,7.300489603680516
C,94,1,8.688293520822397
C,94,2,5.805936488451955
C,94,3,5.110782634360945
C,94,4,7.319862740034166
C,94,5,7.099955968143805
C,94,6,6.5618937969053635
C,94,7,8.75017281683453
C,94,8,5.273072537765755
C,94,9,8.740328916401431
C,94,10,5.0758772645246335
C,94,11,7.091697532465981
C,94,12,8.71846418230294
C,94,13,6.782935586498454
C,94,14,5.376910181588976
C,95,0,5.973974365120782
C,95,1,7.361778282262662
C,95,2,4.47942124989222
C,95,3,3.78426739580121
C,95,4,5.993347501474431
C,95,5,5.7734407295840695
C,95,6,5.235378558345628
C,95,7,7.4236575782747956
C,95,8,3.946557299206019
C,95,9,7.413813677841695
C,95,10,3.7493620259648983
C,95,11,5.765182293906246
C,95,12,7.391948943743204
C,95,13,5.456420347938719
C,95,14,4.050394943029241
C,96,0,4.923888849693467
C,96,1,6.311692766835348
C,96,2,3.429335734464906
C,96,3,2.7341818803738955
C,96,4,4.9432619860471165
C,96,5,4.723355214156755
C,96,6,4.185293042918314
C,96,7,6.373572062847481
C,96,8,2.8964717837787046
C,96,9,6.363728162414381
C,96,10,2.699276510537584
C,96,11,4.715096778478932
C,96,12,6.3418634283158895
C,96,13,4.406334832511405
C,96,14,3.000309427601927
C,97,0,7.292035575903368
C,97,1,8.679839493045248
C,97,2,5.797482460674807
C,97,3,5.1023286065837965
C,97,4,7.311408712257018
C,97,5,7.091501940366657
C,97,6,6.553439769128215
C,97,7,8.741718789057382
C,97,8,5.2646185099886065
C,97,9,8.731874888624283
C,97,10,5.067423236747485
C,97,11,7.0832435046888325
C,97,12,8.710010154525792
C,97,13,6.774481558721306
C,97,14,5.368456153811828
C,98,0,4.73627979052975
C,98,1,6.12408370767163
C,98,2,3.241726675301189
C,98,3,2.546572821210179
C,98,4,4.7556529268834
C,98,5,4.5357461549930385
C,98,6,3.997683983754597
C,98,7,6.185963003683764
C,98,8,2.708862724614988
C,98,9,6.176119103250665
C,98,10,2.5116674513738673
C,98,11,4.527487719315214
C,98,12,6.154254369152174
C,98,13,4.218725773347688
C,98,14,2.81270036843821
C,99,0,6.275773937075501
C,99,1,7.663577854217381
C,99,2,4.781220821846939
C,99,3,4.086066967755929
C,99,4,6.29514707342915
C,99,5,6.075240301538789
C,99,6,5.537178130300347
C,99,7,7.725457150229515
C,99,8,4.248356871160738
C,99,9,7.715613249796414
C,99,10,4.051161597919617
C,99,11,6.066981865860965
C,99,12,7.693748515697923
C,99,13,5.758219919893438
C,99,14,4.35219451498396
C,100,0,7.7164537858582705
C,100,1,9.104257703000151
C,100,2,6.221900670629709
C,100,3,5.526746816538699
C,100,4,7.73582692221192
C,100,5,7.515920150321558
C,100,6,6.977857979083117
C,100,7,9.166136999012284
C,100,8,5.689036719943507
C,100,9,9.156293098579184
C,100,10,5.491841446702387
C,100,11,7.507661714643735
C,100,12,9.134428364480693
C,100,13,7.198899768676208
C,100,14,5.79287436376673
C,101,0,6.383098345954316
C,101,1,7.770902263096197
C,101,2,4.888545230725755
C,101,3,4.193391376634745
C,101,4,6.402471482307965
C,101,5,6.182564710417604
C,101,6,5.644502539179163
C,101,7,7.83278155910833
C,101,8,4.355681280039553
C,101,9,7.8229376586752295
C,101,10,4.158486006798433
C,101,11,6.174306274739781
C,101,12,7.801072924576738
C,101,13,5.865544328772254
C,101,14,4.459518923862776
C,102,0,5.818972350982218
C,102,1,7.2067762681240986
C,102,2,4.324419235753656
C,102,3,3.629265381662646
C,102,4,5.838345487335867
C,102,5,5.618438715445506
C,102,6,5.0803765442070645
C,102,7,7.268655564136232
C,102,8,3.791555285067455
C,102,9,7.258811663703131
C,102,10,3.5943600118263346
C,102,11,5.6101802797676825
C,102,12,7.23694692960464
C,102,13,5.3014183338001555
C,102,14,3.8953929288906775
C,103,0,5.319257096899477
C,103,1,6.707061014041358
C,103,2,3.8247039816709165
C,103,3,3.1295501275799062
C,103,4,5.338630233253127
C,103,5,5.118723461362766
C,103,6,4.580661290124325
C,103,7,6.768940310053491
C,103,8,3.2918400309847153
C,103,9,6.759096409620392
C,103,10,3.0946447577435947
C,103,11,5.110465025684942
C,103,12,6.737231675521901
C,103,13,4.801703079717416
C,103,14,3.3956776748079376
C,104,0,7.781224887059418
C,104,1,9.169028804201298
C,104,2,6.286671771830856
C,104,3,5.591517917739846
C,104,4,7.800598023413067
C,104,5,7.580691251522706
C,104,6,7.042629080284264
C,104,7,9.230908100213432
C,104,8,5.753807821144655
C,104,9,9.221064199780331
C,104,10,5.556612547903534
C,104,11,7.572432815844882
C,104,12,9.19919946568184
C,104,13,7.263670869877355
C,104,14,5.857645464967877
C,105,0,6.882187774234856
C,105,1,8.269991691376736
C,105,2,5.387634659006295
C,105,3,4.692480804915284
C,105,4,6.901560910588506
C,105,5,6.6816541386981445
C,105,6,6.143591967459703
C,105,7,8.33187098738887
C,105,8,4.854770708320094
C,105,9,8.32202708695577
C,105,10,4.657575435078973
C,105,11,6.67339570302032
C,105,12,8.30016235285728
C,105,13,6.364633757052794
C,105,14,4.958608352143316
C,106,0,6.342602027342961
C,106,1,7.730405944484842
C,106,2,4.8480489121143995
C,106,3,4.15289505802339
C,106,4,6.36197516369661
C,106,5,6.142068391806249
C,106,6,5.604006220567808
C,106,7,7.792285240496975
C,106,8,4.315184961428198
C,106,9,7.782441340063874
C,106,10,4.117989688187078
C,106,11,6.133809956128426
C,106,12,7.760576605965383
C,106,13,5.825048010160899
C,106,14,4.4190226052514205
C,107,0,5.422277746548362
C,107,1,6.810081663690243
C,107,2,3.9277246313198004
C,107,3,3.23257077722879
C,107,4,5.441650882902011
C,107,5,5.22174411101165
C,107,6,4.683681939773209
C,107,7,6.871960959702376
C,107,8,3.3948606806335992
C,107,9,6.862117059269275
C,107,10,3.1976654073924786
C,107,11,5.213485675333827
C,107,12,6.840252325170784
C,107,13,4.9047237293662995
C,107,14,3.4986983244568215
C,108,0,4.578354745182597
C,108,1,5.966158662324478
C,108,2,3.083801629954036
C,108,3,2.3886477758630256
C,108,4,4.597727881536247
C,108,5,4.377821109645885
C,108,6,3.839758938407444
C,108,7,6.028037958336611
C,108,8,2.5509376792678347
C,108,9,6.018194057903511
C,108,10,2.353742406026714
C,108,11,4.369562673968062
C,108,12,5.9963293238050195
C,108,13,4.060800728000535
C,108,14,2.654775323091057
C,109,0,5.9880575404400975
C,109,1,7.375861457581978
C,109,2,4.493504425211537
C,109,3,3.7983505711205265
C,109,4,6.0074306767937475
C,109,5,5.787523904903386
C,109,6,5.249461733664945
C,109,7,7.437740753594111
C,109,8,3.9606404745253356
C,109,9,7.427896853161013
C,109,10,3.763445201284215
C,109,11,5.779265469225562
C,109,12,7.406032119062521
C,109,13,5.470503523258036
C,109,14,4.064478118348558
C,110,0,4.3990580661956
C,110,1,5.786861983337481
C,110,2,2.9045049509670395
C,110,3,2.2093510968760293
C,110,4,4.41843120254925
C,110,5,4.198524430658889
C,110,6,3.6604622594204477
C,110,7,5.848741279349614
C,110,8,2.3716410002808384
C,110,9,5.838897378916515
C,110,10,2.1744457270397177
C,110,11,4.190265994981065
C,110,12,5.817032644818024
C,110,13,3.8815040490135386
C,110,14,2.4754786441040606
C,111,0,5.059800956949005
C,111,1,6.447604874090885
C,111,2,3.565247841720443
C,111,3,2.8700939876294327
C,111,4,5.079174093302654
C,111,5,4.859267321412292
C,111,6,4.321205150173851
C,111,7,6.509484170103018
C,111,8,3.0323838910342418
C,111,9,6.499640269669918
C,111,10,2.835188617793121
C,111,11,4.851008885734469
C,111,12,6.477775535571427
C,111,13,4.542246939766942
C,111,14,3.136221534857464
C,112,0,5.462171397863234
C,112,1,6.849975315005114
C,112,2,3.967618282634673
C,112,3,3.2724644285436626
C,112,4,5.481544534216884
C,112,5,5.261637762326522
C,112,6,4.723575591088081
C,112,7,6.911854611017247
C,112,8,3.4347543319484717
C,112,9,6.902010710584149
C,112,10,3.237559058707351
C,112,11,5.253379326648698
C,112,12,6.880145976485657
C,112,13,4.944617380681172
C,112,14,3.538591975771694
C,113,0,5.457039706518449
C,113,1,6.84484362366033
C,113,2,3.9624865912898883
C,113,3,3.267332737198878
C,113,4,5.476412842872099
C,113,5,5.256506070981738
C,113,6,4.7184438997432965
C,113,7,6.906722919672463
C,113,8,3.429622640603687
C,113,9,6.896879019239364
C,113,10,3.2324273673625665
C,113,11,5.248247635303914
C,113,12,6.875014285140873
C,113,13,4.939485689336387
C,113,14,3.5334602844269094
C,114,0,6.33308503952451
C,114,1,7.720888956666391
C,114,2,4.83853192429595
C,114,3,4.143378070204939
C,114,4,6.35245817587816
C,114,5,6.132551403987799
C,114,6,5.594489232749358
C,114,7,7.782768252678524
C,114,8,4.305667973609749
C,114,9,7.772924352245425
C,114,10,4.108472700368628
C,114,11,6.124292968309975
C,114,12,7.751059618146934
C,114,13,5.815531022342449
C,114,14,4.409505617432971
C,115,0,6.485995151859642
C,115,1,7.873799069001523
C,115,2,4.991442036631081
C,115,3,4.296288182540071
C,115,4,6.505368288213292
C,115,5,6.285461516322931
C,115,6,5.74739934508449
C,115,7,7.935678365013656
C,115,8,4.458578085944881
C,115,9,7.925834464580557
C,115,10,4.26138281270376
C,115,11,6.277203080645107
C,115,12,7.903969730482066
C,115,13,5.9684411346775805
C,115,14,4.5624157297681025
C,116,0,4.7248218058583635
C,116,1,6.112625723000244
C,116,2,3.230268690629803
C,116,3,2.5351148365387925
C,116,4,4.7441949422120135
C,116,5,4.524288170321652
C,116,6,3.986225999083211
C,116,7,6.174505019012377
C,116,8,2.6974047399436016
C,116,9,6.164661118579279
C,116,10,2.500209466702481
C,116,11,4.516029734643828
C,116,12,6.142796384480787
C,116,13,4.207267788676302
C,116,14,2.801242383766824
C,117,0,4.448454745974635
C,117,1,5.836258663116515
C,117,2,2.953901630746074
C,117,3,2.258747776655064
C,117,4,4.467827882328285
C,117,5,4.2479211104379235
C,117,6,3.7098589391994823
C,117,7,5.898137959128649
C,117,8,2.421037680059873
C,117,9,5.88829405869555
C,117,10,2.2238424068187523
C,117,11,4.239662674760099
C,117,12,5.866429324597059
C,117,13,3.9309007287925732
C,117,14,2.524875323883095
C,118,0,5.701483447048961
C,118,1,7.089287364190842
C,118,2,4.206930331820399
C,118,3,3.511776477729389
C,118,4,5.72085658340261
C,118,5,5.500949811512249
C,118,6,4.962887640273808
C,118,7,7.151166660202975
C,118,8,3.6740663811341983
C,118,9,7.141322759769874
C,118,10,3.4768711078930776
C,118,11,5.492691375834426
C,118,12,7.119458025671383
C,118,13,5.1839294298668985
C,118,14,3.7779040249574205
C,119,0,5.142900178078325
C,119,1,6.530704095220205
C,119,2,3.648347062849763
C,119,3,2.9531932087587527
C,119,4,5.162273314431974
C,119,5,4.942366542541612
C,119,6,4.404304371303171
C,119,7,6.592583391232338
C,119,8,3.1154831121635618
C,119,9,6.582739490799238
C,119,10,2.918287838922441
C,119,11,4.934108106863789
C,119,12,6.560874756700747
C,119,13,4.625346160896262
C,119,14,3.219320755986784
C,120,0,6.747870333521911
C,120,1,8.135674250663792
C,120,2,5.2533172182933505
C,120,3,4.55816336420234
C,120,4,6.767243469875561
C,120,5,6.5473366979852
C,120,6,6.009274526746759
C,120,7,8.197553546675925
C,120,8,4.72045326760715
C,120,9,8.187709646242826
C,120,10,4.523257994366029
C,120,11,6.539078262307376
C,120,12,8.165844912144335
C,120,13,6.23031631633985
C,120,14,4.824290911430372
C,121,0,4.704274365201707
C,121,1,6.0920782823435875
C,121,2,3.2097212499731453
C,121,3,2.514567395882135
C,121,4,4.723647501555356
C,121,5,4.503740729664995
C,121,6,3.9656785584265535
C,121,7,6.153957578355721
C,121,8,2.676857299286944
C,121,9,6.14411367792262
C,121,10,2.4796620260458235
C,121,11,4.4954822939871715
C,121,12,6.122248943824129
C,121,13,4.186720348019644
C,121,14,2.7806949431101664
C,122,0,7.034697496707583
C,122,1,8.422501413849464
C,122,2,5.540144381479021
C,122,3,4.844990527388012
C,122,4,7.054070633061232
C,122,5,6.834163861170871
C,122,6,6.29610168993243
C,122,7,8.484380709861597
C,122,8,5.00728043079282
C,122,9,8.474536809428496
C,122,10,4.8100851575517
C,122,11,6.825905425493048
C,122,12,8.452672075330005
C,122,13,6.5171434795255205
C,122,14,5.1111180746160425
C,123,0,4.825496193707092
C,123,1,6.213300110848973
C,123,2,3.3309430784785317
C,123,3,2.6357892243875214
C,123,4,4.844869330060742
C,123,5,4.624962558170381
C,123,6,4.08690038693194
C,123,7,6.275179406861106
C,123,8,2.7980791277923305
C,123,9,6.265335506428007
C,123,10,2.60088385455121
C,123,11,4.616704122492557
C,123,12,6.243470772329516
C,123,13,4.307942176525031
C,123,14,2.9019167716155527
C,124,0,6.4153682789872235
C,124,1,7.803172196129104
C,124,2,4.920815163758663
C,124,3,4.225661309667652
C,124,4,6.4347414153408735
C,124,5,6.214834643450512
C,124,6,5.676772472212071
C,124,7,7.865051492141237
C,124,8,4.387951213072462
C,124,9,7.8552075917081385
C,124,10,4.190755939831341
C,124,11,6.206576207772688
C,124,12,7.833342857609647
C,124,13,5.897814261805162
C,124,14,4.491788856895684
C,125,0,4.525403532520981
C,125,1,5.9132074496628615
C,125,2,3.03085041729242
C,125,3,2.33569656320141
C,125,4,4.544776668874631
C,125,5,4.32486989698427
C,125,6,3.7868077257458284
C,125,7,5.975086745674995
C,125,8,2.497986466606219
C,125,9,5.965242845241896
C,125,10,2.3007911933650984
C,125,11,4.3166114613064455
C,125,12,5.943378111143405
C,125,13,4.007849515338919
C,125,14,2.6018241104294413
C,126,0,4.217243983562177
C,126,1,5.605047900704058
C,126,2,2.7226908683336166
C,126,3,2.0275370142426064
C,126,4,4.236617119915827
C,126,5,4.016710348025466
C,126,6,3.4786481767870248
C,126,7,5.666927196716191
C,126,8,2.1898269176474154
C,126,9,5.657083296283092
C,126,10,1.9926316444062948
C,126,11,4.008451912347642
C,126,12,5.635218562184601
C,126,13,3.6996899663801157
C,126,14,2.2936645614706377
C,127,0,4.361151869184697
C,127,1,5.748955786326578
C,127,2,2.866598753956136
C,127,3,2.1714448998651257
C,127,4,4.380525005538347
C,127,5,4.160618233647986
C,127,6,3.622556062409544
C,127,7,5.810835082338711
C,127,8,2.3337348032699348
C,127,9,5.800991181905611
C,127,10,2.136539530028814
C,127,11,4.152359797970162
C,127,12,5.77912644780712
C,127,13,3.843597852002635
C,127,14,2.437572447093157
C,128,0,7.099686928134583
C,128,1,8.487490845276463
C,128,2,5.605133812906022
C,128,3,4.909979958815011
C,128,4,7.119060064488233
C,128,5,6.899153292597871
C,128,6,6.36109112135943
C,128,7,8.549370141288597
C,128,8,5.072269862219821
C,128,9,8.539526240855498
C,128,10,4.8750745889787
C,128,11,6.890894856920047
C,128,12,8.517661506757007
C,128,13,6.582132910952521
C,128,14,5.176107506043043
C,129,0,6.143588710277834
C,129,1,7.531392627419715
C,129,2,4.6490355950492726
C,129,3,3.9538817409582623
C,129,4,6.162961846631483
C,129,5,5.943055074741122
C,129,6,5.404992903502681
C,129,7,7.593271923431848
C,129,8,4.116171644363071
C,129,9,7.583428022998747
C,129,10,3.9189763711219507
C,129,11,5.934796639063299
C,129,12,7.561563288900256
C,129,13,5.626034693095772
C,129,14,4.220009288186294
C,130,0,6.844946169042949
C,130,1,8.23275008618483
C,130,2,5.350393053814387
C,130,3,4.655239199723377
C,130,4,6.864319305396598
C,130,5,6.6444125335062365
C,130,6,6.106350362267795
C,130,7,8.294629382196963
C,130,8,4.8175291031281855
C,130,9,8.284785481763862
C,130,10,4.620333829887065
C,130,11,6.636154097828413
C,130,12,8.26292074766537
C,130,13,6.327392151860886
C,130,14,4.921366746951408
C,131,0,6.4950946687943745
C,131,1,7.882898585936255
C,131,2,5.000541553565813
C,131,3,4.305387699474803
C,131,4,6.514467805148024
C,131,5,6.294561033257662
C,131,6,5.756498862019221
C,131,7,7.944777881948388
C,131,8,4.467677602879611
C,131,9,7.934933981515288
C,131,10,4.270482329638491
C,131,11,6.286302597579839
C,131,12,7.9130692474167965
C,131,13,5.977540651612312
C,131,14,4.571515246702834
C,132,0,5.7653672854438085
C,132,1,7.153171202585689
C,132,2,4.270814170215247
C,132,3,3.5756603161242366
C,132,4,5.784740421797458
C,132,5,5.564833649907096
C,132,6,5.026771478668655
C,132,7,7.215050498597822
C,132,8,3.7379502195290457
C,132,9,7.205206598164722
C,132,10,3.540754946287925
C,132,11,5.556575214229273
C,132,12,7.1833418640662305
C,132,13,5.247813268261746
C,132,14,3.841787863352268
C,133,0,6.024007758060666
C,133,1,7.4118116752025465
C,133,2,4.529454642832104
C,133,3,3.834300788741094
C,133,4,6.043380894414315
C,133,5,5.823474122523954
C,133,6,5.285411951285512
C,133,7,7.47369097121468
C,133,8,3.996590692145903
C,133,9,7.463847070781579
C,133,10,3.7993954189047825
C,133,11,5.81521568684613
C,133,12,7.441982336683088
C,133,13,5.506453740878603
C,133,14,4.100428335969125
C,134,0,3.4145229299813806
C,134,1,4.802326847123261
C,134,2,1.9199698147528195
C,134,3,1.2248159606618092
C,134,4,3.43389606633503
C,134,5,3.213989294444669
C,134,6,2.6759271232062276
C,134,7,4.8642061431353945
C,134,8,1.3871058640666183
C,134,9,4.854362242702295
C,134,10,1.1899105908254977
C,134,11,3.205730858766845
C,134,12,4.832497508603804
C,134,13,2.8969689127993186
C,134,14,1.4909435078898405
C,135,0,5.660410902744417
C,135,1,7.048214819886297
C,135,2,4.165857787515856
C,135,3,3.4707039334248457
C,135,4,5.679784039098067
C,135,5,5.459877267207705
C,135,6,4.921815095969264
C,135,7,7.1100941158984305
C,135,8,3.632993836829655
C,135,9,7.100250215465332
C,135,10,3.435798563588534
C,135,11,5.451618831529881
C,135,12,7.0783854813668405
C,135,13,5.142856885562355
C,135,14,3.736831480652877
C,136,0,5.5327955136817515
C,136,1,6.920599430823632
C,136,2,4.03824239845319
C,136,3,3.3430885443621796
C,136,4,5.552168650035401
C,136,5,5.332261878145039
C,136,6,4.794199706906598
C,136,7,6.982478726835765
C,136,8,3.5053784477669887
C,136,9,6.972634826402665
C,136,10,3.308183174525868
C,136,11,5.324003442467216
C,136,12,6.9507700923041735
C,136,13,5.015241496499689
C,136,14,3.609216091590211
C,137,0,5.696217265713095
C,137,1,7.0840211828549755
C,137,2,4.201664150484533
C,137,3,3.506510296393523
C,137,4,5.715590402066744
C,137,5,5.495683630176383
C,137,6,4.9576214589379415
C,137,7,7.145900478867109
C,137,8,3.668800199798332
C,137,9,7.136056578434008
C,137,10,3.4716049265572115
C,137,11,5.4874251944985595
C,137,12,7.114191844335517
C,137,13,5.178663248531032
C,137,14,3.7726378436215544
C,138,0,6.100162994920689
C,138,1,7.48796691206257
C,138,2,4.605609879692128
C,138,3,3.910456025601118
C,138,4,6.119536131274339
C,138,5,5.899629359383978
C,138,6,5.3615671881455365
C,138,7,7.549846208074703
C,138,8,4.072745929005928
C,138,9,7.540002307641604
C,138,10,3.8755506557648065
C,138,11,5.891370923706154
C,138,12,7.518137573543113
C,138,13,5.582608977738627
C,138,14,4.176583572829149
C,139,0,6.955348022044591
C,139,1,8.343151939186471
C,139,2,5.46079490681603
C,139,3,4.7656410527250195
C,139,4,6.974721158398241
C,139,5,6.75481438650788
C,139,6,6.216752215269438
C,139,7,8.405031235198605
C,139,8,4.9279309561298295
C,139,9,8.395187334765506
C,139,10,4.730735682888708
C,139,11,6.746555950830055
C,139,12,8.373322600667015
C,139,13,6.437794004862529
C,139,14,5.031768599953051
C,140,0,6.221284611818227
C,140,1,7.609088528960108
C,140,2,4.726731496589666
C,140,3,4.031577642498656
C,140,4,6.240657748171877
C,140,5,6.020750976281516
C,140,6,5.482688805043074
C,140,7,7.670967824972241
C,140,8,4.1938675459034656
C,140,9,7.661123924539142
C,140,10,3.9966722726623445
C,140,11,6.0124925406036915
C,140,12,7.639259190440651
C,140,13,5.703730594636165
C,140,14,4.297705189726687
C,141,0,7.4745108400711135
C,141,1,8.862314757212994
C,141,2,5.979957724842552
C,141,3,5.284803870751542
C,141,4,7.493883976424763
C,141,5,7.273977204534401
C,141,6,6.73591503329596
C,141,7,8.924194053225127
C,141,8,5.44709377415635
C,141,9,8.914350152792027
C,141,10,5.24989850091523
C,141,11,7.265718768856578
C,141,12,8.892485418693536
C,141,13,6.956956822889051
C,141,14,5.550931417979573
C,142,0,6.258223134304478
C,142,1,7.646027051446358
C,142,2,4.763670019075916
C,142,3,4.068516164984906
C,142,4,6.277596270658127
C,142,5,6.057689498767766
C,142,6,5.519627327529324
C,142,7,7.707906347458492
C,142,8,4.230806068389715
C,142,9,7.698062447025391
C,142,10,4.033610795148594
C,142,11,6.049431063089942
C,142,12,7.6761977129269
C,142,13,5.740669117122415
C,142,14,4.334643712212937
C,143,0,3.4737939435400134
C,143,1,4.8615978606818935
C,143,2,1.9792408283114522
C,143,3,1.284086974220442
C,143,4,3.493167079893663
C,143,5,3.2732603080033016
C,143,6,2.7351981367648603
C,143,7,4.923477156694027
C,143,8,1.446376877625251
C,143,9,4.913633256260928
C,143,10,1.2491816043841304
C,143,11,3.265001872325478
C,143,12,4.891768522162437
C,143,13,2.9562399263579513
C,143,14,1.5502145214484733
C,144,0,5.459071754982103
C,144,1,6.846875672123984
C,144,2,3.9645186397535426
C,144,3,3.2693647856625323
C,144,4,5.478444891335753
C,144,5,5.258538119445392
C,144,6,4.720475948206951
C,144,7,6.908754968136117
C,144,8,3.4316546890673414
C,144,9,6.898911067703018
